time_ms,x,y,moving,phase,pose,captured_frame
15,300,400,0,0,raider_sw,-1
30,300,400,0,0,raider_sw,-1
45,300,400,0,0,raider_sw,-1
60,300,400,0,0,raider_sw,-1
75,300,400,0,0,raider_sw,0
90,300,400,0,0,raider_sw,-1
105,300,400,0,0,raider_sw,-1
120,300,400,0,0,raider_sw,-1
135,300,400,0,0,raider_sw,-1
150,300,400,0,0,raider_sw,1
165,300,400,0,0,raider_sw,-1
180,300,400,0,0,raider_sw,-1
195,300,400,0,0,raider_sw,-1
210,300,400,0,0,raider_sw,-1
225,300,400,0,0,raider_sw,2
240,300,400,0,0,raider_sw,-1
255,300,400,0,0,raider_sw,-1
270,300,400,0,0,raider_sw,-1
285,300,400,0,0,raider_sw,-1
300,300,400,0,0,raider_sw,3
315,300,400,0,0,raider_sw,-1
330,300,400,0,0,raider_sw,-1
345,300,400,0,0,raider_sw,-1
360,300,400,0,0,raider_sw,-1
375,300,400,0,0,raider_sw,4
390,300,400,0,0,raider_sw,-1
405,300,400,0,0,raider_sw,-1
420,300,400,0,0,raider_sw,-1
435,300,400,0,0,raider_sw,-1
450,300,400,0,0,raider_sw,5
465,300,400,0,0,raider_sw,-1
480,300,400,0,0,raider_sw,-1
495,300,400,0,0,raider_sw,-1
510,300,400,0,0,raider_sw,-1
525,300,400,0,0,raider_sw,6
540,300,400,0,0,raider_sw,-1
555,300,400,0,0,raider_sw,-1
570,300,400,0,0,raider_sw,-1
585,300,400,0,0,raider_sw,-1
600,300,400,0,0,raider_sw,7
615,300,400,0,0,raider_sw,-1
630,300,400,0,0,raider_sw,-1
645,300,400,0,0,raider_sw,-1
660,300,400,0,0,raider_sw,-1
675,300,400,0,0,raider_sw,8
690,300,400,0,0,raider_sw,-1
705,300,400,0,0,raider_sw,-1
720,300,400,0,0,raider_sw,-1
735,300,400,0,0,raider_sw,-1
750,300,400,0,0,raider_sw,9
765,300,400,0,0,raider_sw,-1
780,300,400,0,0,raider_sw,-1
795,300,400,0,0,raider_sw,-1
810,300,400,0,0,raider_sw,-1
825,300,400,0,0,raider_sw,10
840,300,400,0,0,raider_sw,-1
855,300,400,0,0,raider_sw,-1
870,300,400,0,0,raider_sw,-1
885,300,400,0,0,raider_sw,-1
900,300,400,0,0,raider_sw,11
915,300,400,0,0,raider_sw,-1
930,300,400,0,0,raider_sw,-1
945,300,400,0,0,raider_sw,-1
960,300,400,0,0,raider_sw,-1
975,300,400,0,0,raider_sw,12
990,300,400,0,0,raider_sw,-1
1005,300,400,0,0,raider_sw,-1
1020,300,400,0,0,raider_sw,-1
1035,300,400,0,0,raider_sw,-1
1050,300,400,0,0,raider_sw,13
1065,300,400,0,0,raider_sw,-1
1080,300,400,0,0,raider_sw,-1
1095,300,400,0,0,raider_sw,-1
1110,300,400,0,0,raider_sw,-1
1125,300,400,0,0,raider_sw,14
1140,300,400,0,0,raider_sw,-1
1155,300,400,0,0,raider_sw,-1
1170,300,400,0,0,raider_sw,-1
1185,300,400,0,0,raider_sw,-1
1200,300,400,0,0,raider_sw,15
1215,300,400,0,0,raider_sw,-1
1230,300,400,0,0,raider_sw,-1
1245,300,400,0,0,raider_sw,-1
1260,300,400,0,0,raider_sw,-1
1275,300,400,0,0,raider_sw,16
1290,300,400,0,0,raider_sw,-1
1305,300,400,0,0,raider_sw,-1
1320,300,400,0,0,raider_sw,-1
1335,300,400,0,0,raider_sw,-1
1350,300,400,0,0,raider_sw,17
1365,300,400,0,0,raider_sw,-1
1380,300,400,0,0,raider_sw,-1
1395,300,400,0,0,raider_sw,-1
1410,300,400,0,0,raider_sw,-1
1425,300,400,0,0,raider_sw,18
1440,300,400,0,0,raider_sw,-1
1455,300,400,0,0,raider_sw,-1
1470,300,400,0,0,raider_sw,-1
1485,300,400,0,0,raider_sw,-1
1500,300,400,0,0,raider_sw,19
1515,300,400,0,0,raider_sw,-1
1530,300,400,0,0,raider_sw,-1
1545,300,400,0,0,raider_sw,-1
1560,300,400,0,0,raider_sw,-1
1575,300,400,0,0,raider_sw,20
1590,300,400,0,0,raider_sw,-1
1605,300,400,0,0,raider_sw,-1
1620,300,400,0,0,raider_sw,-1
1635,300,400,0,0,raider_sw,-1
1650,300,400,0,0,raider_sw,21
1665,300,400,0,0,raider_sw,-1
1680,300,400,0,0,raider_sw,-1
1695,300,400,0,0,raider_sw,-1
1710,300,400,0,0,raider_sw,-1
1725,300,400,0,0,raider_sw,22
1740,300,400,0,0,raider_sw,-1
1755,300,400,0,0,raider_sw,-1
1770,300,400,0,0,raider_sw,-1
1785,300,400,0,0,raider_sw,-1
1800,300,400,0,0,raider_sw,23
1815,300,400,0,0,raider_sw,-1
1830,300,400,0,0,raider_sw,-1
1845,300,400,0,0,raider_sw,-1
1860,300,400,0,0,raider_sw,-1
1875,300,400,0,0,raider_sw,24
1890,300,400,0,0,raider_sw,-1
1905,300,400,0,0,raider_sw,-1
1920,300,400,0,0,raider_sw,-1
1935,300,400,0,0,raider_sw,-1
1950,300,400,0,0,raider_sw,25
1965,300,400,0,0,raider_sw,-1
1980,300,400,0,0,raider_sw,-1
1995,300,400,0,0,raider_sw,-1
2010,300,400,0,0,raider_sw,-1
2025,300,400,0,0,raider_sw,26
2040,300,400,0,0,raider_sw,-1
2055,300,400,0,0,raider_sw,-1
2070,300,400,0,0,raider_sw,-1
2085,300,400,0,0,raider_sw,-1
2100,300,400,0,0,raider_sw,27
2115,300,400,0,0,raider_sw,-1
2130,300,400,0,0,raider_sw,-1
2145,300,400,0,0,raider_sw,-1
2160,300,400,0,0,raider_sw,-1
2175,300,400,0,0,raider_sw,28
2190,300,400,0,0,raider_sw,-1
2205,300,400,0,0,raider_sw,-1
2220,300,400,0,0,raider_sw,-1
2235,300,400,0,0,raider_sw,-1
2250,300,400,0,0,raider_sw,29
2265,300,400,0,0,raider_sw,-1
2280,300,400,0,0,raider_sw,-1
2295,300,400,0,0,raider_sw,-1
2310,300,400,0,0,raider_sw,-1
2325,300,400,0,0,raider_sw,30
2340,300,400,0,0,raider_sw,-1
2355,300,400,0,0,raider_sw,-1
2370,300,400,0,0,raider_sw,-1
2385,300,400,0,0,raider_sw,-1
2400,300,400,0,0,raider_sw,31
2415,300,400,0,0,raider_sw,-1
2430,300,400,0,0,raider_sw,-1
2445,300,400,0,0,raider_sw,-1
2460,300,400,0,0,raider_sw,-1
2475,300,400,0,0,raider_sw,32
2490,300,400,0,0,raider_sw,-1
2505,300,400,0,0,raider_sw,-1
2520,300,400,0,0,raider_sw,-1
2535,300,400,0,0,raider_sw,-1
2550,300,400,0,0,raider_sw,33
2565,300,400,0,0,raider_sw,-1
2580,300,400,0,0,raider_sw,-1
2595,300,400,0,0,raider_sw,-1
2610,300,400,0,0,raider_sw,-1
2625,300,400,0,0,raider_sw,34
2640,300,400,0,0,raider_sw,-1
2655,300,400,0,0,raider_sw,-1
2670,300,400,0,0,raider_sw,-1
2685,300,400,0,0,raider_sw,-1
2700,300,400,0,0,raider_sw,35
2715,300,400,0,0,raider_sw,-1
2730,300,400,0,0,raider_sw,-1
2745,300,400,0,0,raider_sw,-1
2760,300,400,0,0,raider_sw,-1
2775,300,400,0,0,raider_sw,36
2790,300,400,0,0,raider_sw,-1
2805,300,400,0,0,raider_sw,-1
2820,300,400,0,0,raider_sw,-1
2835,300,400,0,0,raider_sw,-1
2850,300,400,0,0,raider_sw,37
2865,300,400,0,0,raider_sw,-1
2880,300,400,0,0,raider_sw,-1
2895,300,400,0,0,raider_sw,-1
2910,300,400,0,0,raider_sw,-1
2925,300,400,0,0,raider_sw,38
2940,300,400,0,0,raider_sw,-1
2955,300,400,0,0,raider_sw,-1
2970,300,400,0,0,raider_sw,-1
2985,300,400,0,0,raider_sw,-1
3000,300,400,0,0,raider_sw,39
3015,300,400,0,0,raider_sw,-1
3030,300,400,0,0,raider_sw,-1
3045,300,400,0,0,raider_sw,-1
3060,300,400,0,0,raider_sw,-1
3075,300,400,0,0,raider_sw,40
3090,300,400,0,0,raider_sw,-1
3105,300,400,0,0,raider_sw,-1
3120,300,400,0,0,raider_sw,-1
3135,300,400,0,0,raider_sw,-1
3150,300,400,0,0,raider_sw,41
3165,300,400,0,0,raider_sw,-1
3180,300,400,0,0,raider_sw,-1
3195,300,400,0,0,raider_sw,-1
3210,300,400,0,0,raider_sw,-1
3225,300,400,0,0,raider_sw,42
3240,300,400,0,0,raider_sw,-1
3255,300,400,0,0,raider_sw,-1
3270,300,400,0,0,raider_sw,-1
3285,300,400,0,0,raider_sw,-1
3300,300,400,0,0,raider_sw,43
3315,300,400,0,0,raider_sw,-1
3330,300,400,0,0,raider_sw,-1
3345,300,400,0,0,raider_sw,-1
3360,300,400,0,0,raider_sw,-1
3375,300,400,0,0,raider_sw,44
3390,300,400,0,0,raider_sw,-1
3405,300,400,0,0,raider_sw,-1
3420,300,400,0,0,raider_sw,-1
3435,300,400,0,0,raider_sw,-1
3450,300,400,0,0,raider_sw,45
3465,300,400,0,0,raider_sw,-1
3480,300,400,0,0,raider_sw,-1
3495,300,400,0,0,raider_sw,-1
3510,300,400,0,0,raider_sw,-1
3525,300,400,0,0,raider_sw,46
3540,300,400,0,0,raider_sw,-1
3555,300,400,0,0,raider_sw,-1
3570,300,400,0,0,raider_sw,-1
3585,300,400,0,0,raider_sw,-1
3600,300,400,0,0,raider_sw,47
3615,300,400,0,0,raider_sw,-1
3630,300,400,0,0,raider_sw,-1
3645,300,400,0,0,raider_sw,-1
3660,300,400,0,0,raider_sw,-1
3675,300,400,0,0,raider_sw,48
3690,300,400,0,0,raider_sw,-1
3705,300,400,0,0,raider_sw,-1
3720,300,400,0,0,raider_sw,-1
3735,300,400,0,0,raider_sw,-1
3750,300,400,0,0,raider_sw,49
3765,300,400,0,0,raider_sw,-1
3780,300,400,0,0,raider_sw,-1
3795,300,400,0,0,raider_sw,-1
3810,300,400,0,0,raider_sw,-1
3825,300,400,0,0,raider_sw,50
3840,300,400,0,0,raider_sw,-1
3855,300,400,0,0,raider_sw,-1
3870,300,400,0,0,raider_sw,-1
3885,300,400,0,0,raider_sw,-1
3900,300,400,0,0,raider_sw,51
3915,300,400,0,0,raider_sw,-1
3930,300,400,0,0,raider_sw,-1
3945,300,400,0,0,raider_sw,-1
3960,300,400,0,0,raider_sw,-1
3975,300,400,0,0,raider_sw,52
3990,300,400,0,0,raider_sw,-1
4005,300,400,0,0,raider_sw,-1
4020,300,400,0,0,raider_sw,-1
4035,300,400,0,0,raider_sw,-1
4050,300,400,0,0,raider_sw,53
4065,300,400,0,0,raider_sw,-1
4080,300,400,0,0,raider_sw,-1
4095,300,400,0,0,raider_sw,-1
4110,300,400,0,0,raider_sw,-1
4125,300,400,0,0,raider_sw,54
4140,300,400,0,0,raider_sw,-1
4155,300,400,0,0,raider_sw,-1
4170,300,400,0,0,raider_sw,-1
4185,300,400,0,0,raider_sw,-1
4200,300,400,0,0,raider_sw,55
4215,300,400,0,0,raider_sw,-1
4230,300,400,0,0,raider_sw,-1
4245,300,400,0,0,raider_sw,-1
4260,300,400,0,0,raider_sw,-1
4275,300,400,0,0,raider_sw,56
4290,300,400,0,0,raider_sw,-1
4305,300,400,0,0,raider_sw,-1
4320,300,400,0,0,raider_sw,-1
4335,300,400,0,0,raider_sw,-1
4350,300,400,0,0,raider_sw,57
4365,300,400,0,0,raider_sw,-1
4380,300,400,0,0,raider_sw,-1
4395,300,400,0,0,raider_sw,-1
4410,300,400,0,0,raider_sw,-1
4425,300,400,0,0,raider_sw,58
4440,300,400,0,0,raider_sw,-1
4455,300,400,0,0,raider_sw,-1
4470,300,400,0,0,raider_sw,-1
4485,300,400,0,0,raider_sw,-1
4500,300,400,0,0,raider_sw,59
